Wavelength_nm,2026-08-02 · calibration,2026-08-02 · blank,2026-08-02 · 0.05,2026-08-02 · 0.2,2026-08-02 · 0.4,2026-08-02 · 4,2026-08-05 · 0.4 · rep 1,2026-08-05 · 0.4 · rep 1,2026-08-05 · 0.4 · rep 2,2026-08-05 · 4 · rep 1,2026-08-05 · 4 · rep 2
560,,0,43.63636363636363,37.27272727272727,1450.909090909091,17910,581.8181818181819,301.8181818181818,124.54545454545455,8151.818181818182,5823.636363636364
561,,0,50.90909090909091,63.63636363636363,1377.2727272727273,16942.727272727272,568.1818181818181,290.90909090909093,126.36363636363636,7738.181818181818,5455.454545454545
562,,0,40.90909090909091,45.45454545454545,1274.5454545454545,16144.545454545454,540.9090909090909,270,136.36363636363637,7330,5194.545454545455
563,,0,35.45454545454545,43.63636363636363,1191.8181818181818,15303.636363636364,535.4545454545455,250,120.9090909090909,6984.545454545455,4924.545454545455
564,,0,42.72727272727273,60,1132.7272727272727,14547.272727272728,507.27272727272725,234.54545454545453,120.9090909090909,6647.272727272727,4646.363636363636
565,,0,31.818181818181817,43.63636363636363,1089.090909090909,13784.545454545454,469.09090909090907,215.45454545454547,113.63636363636364,6321.818181818182,4449.090909090909
566,,0,41.81818181818182,50.90909090909091,1016.3636363636364,13077.272727272728,468.1818181818182,217.27272727272728,102.72727272727273,5972.727272727273,4220
567,,0,30,34.54545454545455,949.0909090909091,12400.90909090909,452.72727272727275,185.45454545454547,102.72727272727273,5662.727272727273,3993.6363636363635
568,,0,33.63636363636363,39.09090909090909,890,11792.727272727272,453.6363636363636,180,90.9090909090909,5387.272727272727,3779.090909090909
569,,0,34.54545454545455,48.18181818181818,864.5454545454545,11173.636363636364,448.1818181818182,171.8181818181818,103.63636363636364,5179.090909090909,3632.7272727272725
570,,0,52.72727272727273,53.63636363636363,820.9090909090909,10615.454545454546,430,160,108.18181818181819,4956.363636363636,3441.818181818182
571,,0,70.9090909090909,62.72727272727273,787.2727272727273,10136.363636363636,411.8181818181818,156.36363636363637,106.36363636363636,4747.272727272727,3274.5454545454545
572,,0,61.81818181818182,43.63636363636363,731.8181818181819,9612.727272727272,404.54545454545456,151.8181818181818,92.72727272727273,4567.272727272727,3133.6363636363635
573,,0,51.81818181818182,46.36363636363637,690.9090909090909,9087.272727272728,405.45454545454544,136.36363636363637,70.9090909090909,4340,2963.6363636363635
574,,0,41.81818181818182,30,632.7272727272727,8634.545454545454,400.90909090909093,114.54545454545455,60,4167.272727272727,2837.2727272727275
575,,0,20.90909090909091,1.8181818181818181,572.7272727272727,8166.363636363636,399.09090909090907,94.54545454545455,39.09090909090909,3966.3636363636365,2701.818181818182
576,,0,14.545454545454545,11.818181818181818,520,7742.727272727273,402.72727272727275,84.54545454545455,17.272727272727273,3811.818181818182,2561.818181818182
577,,0,4.545454545454546,20,495.45454545454544,7442.727272727273,387.27272727272725,77.27272727272727,17.272727272727273,3692.7272727272725,2418.181818181818
578,,0,5.454545454545454,48.18181818181818,483.6363636363636,7091.818181818182,395.45454545454544,90.9090909090909,23.636363636363637,3573.6363636363635,2331.818181818182
579,,0,1.8181818181818181,33.63636363636363,456.3636363636364,6753.636363636364,379.09090909090907,59.09090909090909,30.90909090909091,3465.4545454545455,2196.3636363636365
580,,0,-0.9090909090909091,22.727272727272727,440,6440,372.72727272727275,55.45454545454545,26.363636363636363,3330,2088.181818181818
581,,0,-31.818181818181817,23.636363636363637,404.54545454545456,6121.818181818182,370.90909090909093,46.36363636363637,1.8181818181818181,3180.909090909091,2011.8181818181818
582,,0,-33.63636363636363,31.818181818181817,389.09090909090907,5822.727272727273,374.54545454545456,58.18181818181818,2.727272727272727,3023.6363636363635,1903.6363636363637
583,,0,-30,48.18181818181818,396.3636363636364,5527.272727272727,372.72727272727275,67.27272727272727,10,2917.2727272727275,1819.090909090909
584,,0,-12.727272727272727,51.81818181818182,377.27272727272725,5304.545454545455,367.27272727272725,75.45454545454545,17.272727272727273,2842.7272727272725,1780.909090909091
585,,0,-2.727272727272727,70,384.54545454545456,5037.272727272727,351.8181818181818,91.81818181818181,27.272727272727273,2710.909090909091,1683.6363636363637
